DAY_KEY,FULL_DATE,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,MONTH_NUMBER,MONTH_NAME,YEAR,WEEK_IN_YEAR,DAY_IN_MONTH,WEEKDAY_FLAG
1698,8/25/2014,2,Monday,8,August,2014,35,25,TRUE
1699,8/26/2014,3,Tuesday,8,August,2014,35,26,TRUE
1700,8/27/2014,4,Wednesday,8,August,2014,35,27,TRUE
1701,8/28/2014,5,Thursday,8,August,2014,35,28,TRUE
1702,8/29/2014,6,Friday,8,August,2014,35,29,TRUE
1703,8/30/2014,7,Saturday,8,August,2014,35,30,FALSE
1704,8/31/2014,1,Sunday,8,August,2014,36,31,FALSE
1705,9/1/2014,2,Monday,9,September,2014,36,1,TRUE
1706,9/2/2014,3,Tuesday,9,September,2014,36,2,TRUE
1707,9/3/2014,4,Wednesday,9,September,2014,36,3,TRUE
1708,9/4/2014,5,Thursday,9,September,2014,36,4,TRUE
1709,9/5/2014,6,Friday,9,September,2014,36,5,TRUE
1710,9/6/2014,7,Saturday,9,September,2014,36,6,FALSE
1711,9/7/2014,1,Sunday,9,September,2014,37,7,FALSE
1712,9/8/2014,2,Monday,9,September,2014,37,8,TRUE
1713,9/9/2014,3,Tuesday,9,September,2014,37,9,TRUE
1714,9/10/2014,4,Wednesday,9,September,2014,37,10,TRUE
1715,9/11/2014,5,Thursday,9,September,2014,37,11,TRUE
1716,9/12/2014,6,Friday,9,September,2014,37,12,TRUE
1717,9/13/2014,7,Saturday,9,September,2014,37,13,FALSE
1718,9/14/2014,1,Sunday,9,September,2014,38,14,FALSE
1719,9/15/2014,2,Monday,9,September,2014,38,15,TRUE
1720,9/16/2014,3,Tuesday,9,September,2014,38,16,TRUE
1721,9/17/2014,4,Wednesday,9,September,2014,38,17,TRUE
1722,9/18/2014,5,Thursday,9,September,2014,38,18,TRUE
1723,9/19/2014,6,Friday,9,September,2014,38,19,TRUE
1724,9/20/2014,7,Saturday,9,September,2014,38,20,FALSE
1725,9/21/2014,1,Sunday,9,September,2014,39,21,FALSE
1726,9/22/2014,2,Monday,9,September,2014,39,22,TRUE
1727,9/23/2014,3,Tuesday,9,September,2014,39,23,TRUE
1728,9/24/2014,4,Wednesday,9,September,2014,39,24,TRUE
1729,9/25/2014,5,Thursday,9,September,2014,39,25,TRUE
1730,9/26/2014,6,Friday,9,September,2014,39,26,TRUE
1731,9/27/2014,7,Saturday,9,September,2014,39,27,FALSE
1732,9/28/2014,1,Sunday,9,September,2014,40,28,FALSE
1733,9/29/2014,2,Monday,9,September,2014,40,29,TRUE
1734,9/30/2014,3,Tuesday,9,September,2014,40,30,TRUE
1735,10/1/2014,4,Wednesday,10,October,2014,40,1,TRUE
1736,10/2/2014,5,Thursday,10,October,2014,40,2,TRUE
1737,10/3/2014,6,Friday,10,October,2014,40,3,TRUE
1738,10/4/2014,7,Saturday,10,October,2014,40,4,FALSE
1739,10/5/2014,1,Sunday,10,October,2014,41,5,FALSE
1740,10/6/2014,2,Monday,10,October,2014,41,6,TRUE
1741,10/7/2014,3,Tuesday,10,October,2014,41,7,TRUE
1742,10/8/2014,4,Wednesday,10,October,2014,41,8,TRUE
1743,10/9/2014,5,Thursday,10,October,2014,41,9,TRUE
1744,10/10/2014,6,Friday,10,October,2014,41,10,TRUE
1745,10/11/2014,7,Saturday,10,October,2014,41,11,FALSE
1746,10/12/2014,1,Sunday,10,October,2014,42,12,FALSE
1747,10/13/2014,2,Monday,10,October,2014,42,13,TRUE
1748,10/14/2014,3,Tuesday,10,October,2014,42,14,TRUE
1749,10/15/2014,4,Wednesday,10,October,2014,42,15,TRUE
1750,10/16/2014,5,Thursday,10,October,2014,42,16,TRUE
1751,10/17/2014,6,Friday,10,October,2014,42,17,TRUE
1752,10/18/2014,7,Saturday,10,October,2014,42,18,FALSE
1753,10/19/2014,1,Sunday,10,October,2014,43,19,FALSE
1754,10/20/2014,2,Monday,10,October,2014,43,20,TRUE
1755,10/21/2014,3,Tuesday,10,October,2014,43,21,TRUE
1756,10/22/2014,4,Wednesday,10,October,2014,43,22,TRUE
1757,10/23/2014,5,Thursday,10,October,2014,43,23,TRUE
1758,10/24/2014,6,Friday,10,October,2014,43,24,TRUE
1759,10/25/2014,7,Saturday,10,October,2014,43,25,FALSE
1760,10/26/2014,1,Sunday,10,October,2014,44,26,FALSE
1761,10/27/2014,2,Monday,10,October,2014,44,27,TRUE
1762,10/28/2014,3,Tuesday,10,October,2014,44,28,TRUE
1763,10/29/2014,4,Wednesday,10,October,2014,44,29,TRUE
1764,10/30/2014,5,Thursday,10,October,2014,44,30,TRUE
1765,10/31/2014,6,Friday,10,October,2014,44,31,TRUE
1766,11/1/2014,7,Saturday,11,November,2014,44,1,FALSE
1767,11/2/2014,1,Sunday,11,November,2014,45,2,FALSE
1768,11/3/2014,2,Monday,11,November,2014,45,3,TRUE
1769,11/4/2014,3,Tuesday,11,November,2014,45,4,TRUE
1770,11/5/2014,4,Wednesday,11,November,2014,45,5,TRUE
1771,11/6/2014,5,Thursday,11,November,2014,45,6,TRUE
1772,11/7/2014,6,Friday,11,November,2014,45,7,TRUE
1773,11/8/2014,7,Saturday,11,November,2014,45,8,FALSE
1774,11/9/2014,1,Sunday,11,November,2014,46,9,FALSE
1775,11/10/2014,2,Monday,11,November,2014,46,10,TRUE
1776,11/11/2014,3,Tuesday,11,November,2014,46,11,TRUE
1777,11/12/2014,4,Wednesday,11,November,2014,46,12,TRUE
1778,11/13/2014,5,Thursday,11,November,2014,46,13,TRUE
1779,11/14/2014,6,Friday,11,November,2014,46,14,TRUE
1780,11/15/2014,7,Saturday,11,November,2014,46,15,FALSE
1781,11/16/2014,1,Sunday,11,November,2014,47,16,FALSE
1782,11/17/2014,2,Monday,11,November,2014,47,17,TRUE
1783,11/18/2014,3,Tuesday,11,November,2014,47,18,TRUE
1784,11/19/2014,4,Wednesday,11,November,2014,47,19,TRUE
1785,11/20/2014,5,Thursday,11,November,2014,47,20,TRUE
1786,11/21/2014,6,Friday,11,November,2014,47,21,TRUE
1787,11/22/2014,7,Saturday,11,November,2014,47,22,FALSE
1788,11/23/2014,1,Sunday,11,November,2014,48,23,FALSE
1789,11/24/2014,2,Monday,11,November,2014,48,24,TRUE
1790,11/25/2014,3,Tuesday,11,November,2014,48,25,TRUE
1791,11/26/2014,4,Wednesday,11,November,2014,48,26,TRUE
1792,11/27/2014,5,Thursday,11,November,2014,48,27,TRUE
1793,11/28/2014,6,Friday,11,November,2014,48,28,TRUE
1794,11/29/2014,7,Saturday,11,November,2014,48,29,FALSE
1795,11/30/2014,1,Sunday,11,November,2014,49,30,FALSE
1796,12/1/2014,2,Monday,12,December,2014,49,1,TRUE
1797,12/2/2014,3,Tuesday,12,December,2014,49,2,TRUE
1798,12/3/2014,4,Wednesday,12,December,2014,49,3,TRUE
1799,12/4/2014,5,Thursday,12,December,2014,49,4,TRUE
1800,12/5/2014,6,Friday,12,December,2014,49,5,TRUE
1801,12/6/2014,7,Saturday,12,December,2014,49,6,FALSE
1802,12/7/2014,1,Sunday,12,December,2014,50,7,FALSE
1803,12/8/2014,2,Monday,12,December,2014,50,8,TRUE
1804,12/9/2014,3,Tuesday,12,December,2014,50,9,TRUE
1805,12/10/2014,4,Wednesday,12,December,2014,50,10,TRUE
1806,12/11/2014,5,Thursday,12,December,2014,50,11,TRUE
1807,12/12/2014,6,Friday,12,December,2014,50,12,TRUE
1808,12/13/2014,7,Saturday,12,December,2014,50,13,FALSE
1809,12/14/2014,1,Sunday,12,December,2014,51,14,FALSE
1810,12/15/2014,2,Monday,12,December,2014,51,15,TRUE
1811,12/16/2014,3,Tuesday,12,December,2014,51,16,TRUE
1812,12/17/2014,4,Wednesday,12,December,2014,51,17,TRUE
1813,12/18/2014,5,Thursday,12,December,2014,51,18,TRUE
1814,12/19/2014,6,Friday,12,December,2014,51,19,TRUE
1815,12/20/2014,7,Saturday,12,December,2014,51,20,FALSE
1816,12/21/2014,1,Sunday,12,December,2014,52,21,FALSE
1817,12/22/2014,2,Monday,12,December,2014,52,22,TRUE
1818,12/23/2014,3,Tuesday,12,December,2014,52,23,TRUE
1819,12/24/2014,4,Wednesday,12,December,2014,52,24,TRUE
1820,12/25/2014,5,Thursday,12,December,2014,52,25,TRUE
1821,12/26/2014,6,Friday,12,December,2014,52,26,TRUE
1822,12/27/2014,7,Saturday,12,December,2014,52,27,FALSE
1823,12/28/2014,1,Sunday,12,December,2014,53,28,FALSE
1824,12/29/2014,2,Monday,12,December,2014,53,29,TRUE
1825,12/30/2014,3,Tuesday,12,December,2014,53,30,TRUE
1826,12/31/2014,4,Wednesday,12,December,2014,53,31,TRUE
1827,1/1/2015,5,Thursday,1,January,2015,1,1,TRUE
1828,1/2/2015,6,Friday,1,January,2015,1,2,TRUE
1829,1/3/2015,7,Saturday,1,January,2015,1,3,FALSE
1830,1/4/2015,1,Sunday,1,January,2015,2,4,FALSE
1831,1/5/2015,2,Monday,1,January,2015,2,5,TRUE
1832,1/6/2015,3,Tuesday,1,January,2015,2,6,TRUE
1833,1/7/2015,4,Wednesday,1,January,2015,2,7,TRUE
1834,1/8/2015,5,Thursday,1,January,2015,2,8,TRUE
1835,1/9/2015,6,Friday,1,January,2015,2,9,TRUE
1836,1/10/2015,7,Saturday,1,January,2015,2,10,FALSE
1837,1/11/2015,1,Sunday,1,January,2015,3,11,FALSE
1838,1/12/2015,2,Monday,1,January,2015,3,12,TRUE
1839,1/13/2015,3,Tuesday,1,January,2015,3,13,TRUE
1840,1/14/2015,4,Wednesday,1,January,2015,3,14,TRUE
1841,1/15/2015,5,Thursday,1,January,2015,3,15,TRUE
1842,1/16/2015,6,Friday,1,January,2015,3,16,TRUE
1843,1/17/2015,7,Saturday,1,January,2015,3,17,FALSE
1844,1/18/2015,1,Sunday,1,January,2015,4,18,FALSE
1845,1/19/2015,2,Monday,1,January,2015,4,19,TRUE
1846,1/20/2015,3,Tuesday,1,January,2015,4,20,TRUE
1847,1/21/2015,4,Wednesday,1,January,2015,4,21,TRUE
1848,1/22/2015,5,Thursday,1,January,2015,4,22,TRUE
1849,1/23/2015,6,Friday,1,January,2015,4,23,TRUE
1850,1/24/2015,7,Saturday,1,January,2015,4,24,FALSE
1851,1/25/2015,1,Sunday,1,January,2015,5,25,FALSE
1852,1/26/2015,2,Monday,1,January,2015,5,26,TRUE
1853,1/27/2015,3,Tuesday,1,January,2015,5,27,TRUE
1854,1/28/2015,4,Wednesday,1,January,2015,5,28,TRUE
1855,1/29/2015,5,Thursday,1,January,2015,5,29,TRUE
1856,1/30/2015,6,Friday,1,January,2015,5,30,TRUE
1857,1/31/2015,7,Saturday,1,January,2015,5,31,FALSE
1858,2/1/2015,1,Sunday,2,February,2015,6,1,FALSE
1859,2/2/2015,2,Monday,2,February,2015,6,2,TRUE
1860,2/3/2015,3,Tuesday,2,February,2015,6,3,TRUE
1861,2/4/2015,4,Wednesday,2,February,2015,6,4,TRUE
1862,2/5/2015,5,Thursday,2,February,2015,6,5,TRUE
1863,2/6/2015,6,Friday,2,February,2015,6,6,TRUE
1864,2/7/2015,7,Saturday,2,February,2015,6,7,FALSE
1865,2/8/2015,1,Sunday,2,February,2015,7,8,FALSE
1866,2/9/2015,2,Monday,2,February,2015,7,9,TRUE
1867,2/10/2015,3,Tuesday,2,February,2015,7,10,TRUE
1868,2/11/2015,4,Wednesday,2,February,2015,7,11,TRUE
1869,2/12/2015,5,Thursday,2,February,2015,7,12,TRUE
1870,2/13/2015,6,Friday,2,February,2015,7,13,TRUE
1871,2/14/2015,7,Saturday,2,February,2015,7,14,FALSE
1872,2/15/2015,1,Sunday,2,February,2015,8,15,FALSE
1873,2/16/2015,2,Monday,2,February,2015,8,16,TRUE
1874,2/17/2015,3,Tuesday,2,February,2015,8,17,TRUE
1875,2/18/2015,4,Wednesday,2,February,2015,8,18,TRUE
1876,2/19/2015,5,Thursday,2,February,2015,8,19,TRUE
1877,2/20/2015,6,Friday,2,February,2015,8,20,TRUE
1878,2/21/2015,7,Saturday,2,February,2015,8,21,FALSE
1879,2/22/2015,1,Sunday,2,February,2015,9,22,FALSE
1880,2/23/2015,2,Monday,2,February,2015,9,23,TRUE
1881,2/24/2015,3,Tuesday,2,February,2015,9,24,TRUE
1882,2/25/2015,4,Wednesday,2,February,2015,9,25,TRUE
1883,2/26/2015,5,Thursday,2,February,2015,9,26,TRUE
1884,2/27/2015,6,Friday,2,February,2015,9,27,TRUE
1885,2/28/2015,7,Saturday,2,February,2015,9,28,FALSE
1886,3/1/2015,1,Sunday,3,March,2015,10,1,FALSE
1887,3/2/2015,2,Monday,3,March,2015,10,2,TRUE
1888,3/3/2015,3,Tuesday,3,March,2015,10,3,TRUE
1889,3/4/2015,4,Wednesday,3,March,2015,10,4,TRUE
1890,3/5/2015,5,Thursday,3,March,2015,10,5,TRUE
1891,3/6/2015,6,Friday,3,March,2015,10,6,TRUE
1892,3/7/2015,7,Saturday,3,March,2015,10,7,FALSE
1893,3/8/2015,1,Sunday,3,March,2015,11,8,FALSE
1894,3/9/2015,2,Monday,3,March,2015,11,9,TRUE
1895,3/10/2015,3,Tuesday,3,March,2015,11,10,TRUE
1896,3/11/2015,4,Wednesday,3,March,2015,11,11,TRUE
1897,3/12/2015,5,Thursday,3,March,2015,11,12,TRUE
1898,3/13/2015,6,Friday,3,March,2015,11,13,TRUE
1899,3/14/2015,7,Saturday,3,March,2015,11,14,FALSE
1900,3/15/2015,1,Sunday,3,March,2015,12,15,FALSE
1901,3/16/2015,2,Monday,3,March,2015,12,16,TRUE
1902,3/17/2015,3,Tuesday,3,March,2015,12,17,TRUE
1903,3/18/2015,4,Wednesday,3,March,2015,12,18,TRUE
1904,3/19/2015,5,Thursday,3,March,2015,12,19,TRUE
1905,3/20/2015,6,Friday,3,March,2015,12,20,TRUE
1906,3/21/2015,7,Saturday,3,March,2015,12,21,FALSE
1907,3/22/2015,1,Sunday,3,March,2015,13,22,FALSE
1908,3/23/2015,2,Monday,3,March,2015,13,23,TRUE
1909,3/24/2015,3,Tuesday,3,March,2015,13,24,TRUE
1910,3/25/2015,4,Wednesday,3,March,2015,13,25,TRUE
1911,3/26/2015,5,Thursday,3,March,2015,13,26,TRUE
1912,3/27/2015,6,Friday,3,March,2015,13,27,TRUE
1913,3/28/2015,7,Saturday,3,March,2015,13,28,FALSE
1914,3/29/2015,1,Sunday,3,March,2015,14,29,FALSE
1915,3/30/2015,2,Monday,3,March,2015,14,30,TRUE
1916,3/31/2015,3,Tuesday,3,March,2015,14,31,TRUE
1917,4/1/2015,4,Wednesday,4,April,2015,14,1,TRUE
1918,4/2/2015,5,Thursday,4,April,2015,14,2,TRUE
1919,4/3/2015,6,Friday,4,April,2015,14,3,TRUE
1920,4/4/2015,7,Saturday,4,April,2015,14,4,FALSE
1921,4/5/2015,1,Sunday,4,April,2015,15,5,FALSE
1922,4/6/2015,2,Monday,4,April,2015,15,6,TRUE
1923,4/7/2015,3,Tuesday,4,April,2015,15,7,TRUE
1924,4/8/2015,4,Wednesday,4,April,2015,15,8,TRUE
1925,4/9/2015,5,Thursday,4,April,2015,15,9,TRUE
1926,4/10/2015,6,Friday,4,April,2015,15,10,TRUE
1927,4/11/2015,7,Saturday,4,April,2015,15,11,FALSE
1928,4/12/2015,1,Sunday,4,April,2015,16,12,FALSE
1929,4/13/2015,2,Monday,4,April,2015,16,13,TRUE
1930,4/14/2015,3,Tuesday,4,April,2015,16,14,TRUE
1931,4/15/2015,4,Wednesday,4,April,2015,16,15,TRUE
1932,4/16/2015,5,Thursday,4,April,2015,16,16,TRUE
1933,4/17/2015,6,Friday,4,April,2015,16,17,TRUE
1934,4/18/2015,7,Saturday,4,April,2015,16,18,FALSE
1935,4/19/2015,1,Sunday,4,April,2015,17,19,FALSE
1936,4/20/2015,2,Monday,4,April,2015,17,20,TRUE
1937,4/21/2015,3,Tuesday,4,April,2015,17,21,TRUE
1938,4/22/2015,4,Wednesday,4,April,2015,17,22,TRUE
1939,4/23/2015,5,Thursday,4,April,2015,17,23,TRUE
1940,4/24/2015,6,Friday,4,April,2015,17,24,TRUE
1941,4/25/2015,7,Saturday,4,April,2015,17,25,FALSE
1942,4/26/2015,1,Sunday,4,April,2015,18,26,FALSE
1943,4/27/2015,2,Monday,4,April,2015,18,27,TRUE
1944,4/28/2015,3,Tuesday,4,April,2015,18,28,TRUE
1945,4/29/2015,4,Wednesday,4,April,2015,18,29,TRUE
1946,4/30/2015,5,Thursday,4,April,2015,18,30,TRUE
1947,5/1/2015,6,Friday,5,May,2015,18,1,TRUE
1948,5/2/2015,7,Saturday,5,May,2015,18,2,FALSE
1949,5/3/2015,1,Sunday,5,May,2015,19,3,FALSE
1950,5/4/2015,2,Monday,5,May,2015,19,4,TRUE
1951,5/5/2015,3,Tuesday,5,May,2015,19,5,TRUE
1952,5/6/2015,4,Wednesday,5,May,2015,19,6,TRUE
1953,5/7/2015,5,Thursday,5,May,2015,19,7,TRUE
1954,5/8/2015,6,Friday,5,May,2015,19,8,TRUE
1955,5/9/2015,7,Saturday,5,May,2015,19,9,FALSE
1956,5/10/2015,1,Sunday,5,May,2015,20,10,FALSE
1957,5/11/2015,2,Monday,5,May,2015,20,11,TRUE
1958,5/12/2015,3,Tuesday,5,May,2015,20,12,TRUE
1959,5/13/2015,4,Wednesday,5,May,2015,20,13,TRUE
1960,5/14/2015,5,Thursday,5,May,2015,20,14,TRUE
1961,5/15/2015,6,Friday,5,May,2015,20,15,TRUE
1962,5/16/2015,7,Saturday,5,May,2015,20,16,FALSE
1963,5/17/2015,1,Sunday,5,May,2015,21,17,FALSE
1964,5/18/2015,2,Monday,5,May,2015,21,18,TRUE
1965,5/19/2015,3,Tuesday,5,May,2015,21,19,TRUE
1966,5/20/2015,4,Wednesday,5,May,2015,21,20,TRUE
1967,5/21/2015,5,Thursday,5,May,2015,21,21,TRUE
1968,5/22/2015,6,Friday,5,May,2015,21,22,TRUE
1969,5/23/2015,7,Saturday,5,May,2015,21,23,FALSE
1970,5/24/2015,1,Sunday,5,May,2015,22,24,FALSE
1971,5/25/2015,2,Monday,5,May,2015,22,25,TRUE
1972,5/26/2015,3,Tuesday,5,May,2015,22,26,TRUE
1973,5/27/2015,4,Wednesday,5,May,2015,22,27,TRUE
1974,5/28/2015,5,Thursday,5,May,2015,22,28,TRUE
1975,5/29/2015,6,Friday,5,May,2015,22,29,TRUE
1976,5/30/2015,7,Saturday,5,May,2015,22,30,FALSE
1977,5/31/2015,1,Sunday,5,May,2015,23,31,FALSE
1978,6/1/2015,2,Monday,6,June,2015,23,1,TRUE
1979,6/2/2015,3,Tuesday,6,June,2015,23,2,TRUE
1980,6/3/2015,4,Wednesday,6,June,2015,23,3,TRUE
1981,6/4/2015,5,Thursday,6,June,2015,23,4,TRUE
1982,6/5/2015,6,Friday,6,June,2015,23,5,TRUE
1983,6/6/2015,7,Saturday,6,June,2015,23,6,FALSE
1984,6/7/2015,1,Sunday,6,June,2015,24,7,FALSE
1985,6/8/2015,2,Monday,6,June,2015,24,8,TRUE
1986,6/9/2015,3,Tuesday,6,June,2015,24,9,TRUE
1987,6/10/2015,4,Wednesday,6,June,2015,24,10,TRUE
1988,6/11/2015,5,Thursday,6,June,2015,24,11,TRUE
1989,6/12/2015,6,Friday,6,June,2015,24,12,TRUE
1990,6/13/2015,7,Saturday,6,June,2015,24,13,FALSE
1991,6/14/2015,1,Sunday,6,June,2015,25,14,FALSE
1992,6/15/2015,2,Monday,6,June,2015,25,15,TRUE
1993,6/16/2015,3,Tuesday,6,June,2015,25,16,TRUE
1994,6/17/2015,4,Wednesday,6,June,2015,25,17,TRUE
1995,6/18/2015,5,Thursday,6,June,2015,25,18,TRUE
1996,6/19/2015,6,Friday,6,June,2015,25,19,TRUE
1997,6/20/2015,7,Saturday,6,June,2015,25,20,FALSE
1998,6/21/2015,1,Sunday,6,June,2015,26,21,FALSE
1999,6/22/2015,2,Monday,6,June,2015,26,22,TRUE
2000,6/23/2015,3,Tuesday,6,June,2015,26,23,TRUE
2001,6/24/2015,4,Wednesday,6,June,2015,26,24,TRUE
2002,6/25/2015,5,Thursday,6,June,2015,26,25,TRUE
2003,6/26/2015,6,Friday,6,June,2015,26,26,TRUE
2004,6/27/2015,7,Saturday,6,June,2015,26,27,FALSE
2005,6/28/2015,1,Sunday,6,June,2015,27,28,FALSE
2006,6/29/2015,2,Monday,6,June,2015,27,29,TRUE
2007,6/30/2015,3,Tuesday,6,June,2015,27,30,TRUE
2008,7/1/2015,4,Wednesday,7,July,2015,27,1,TRUE
2009,7/2/2015,5,Thursday,7,July,2015,27,2,TRUE
2010,7/3/2015,6,Friday,7,July,2015,27,3,TRUE
2011,7/4/2015,7,Saturday,7,July,2015,27,4,FALSE
2012,7/5/2015,1,Sunday,7,July,2015,28,5,FALSE
2013,7/6/2015,2,Monday,7,July,2015,28,6,TRUE
2014,7/7/2015,3,Tuesday,7,July,2015,28,7,TRUE
2015,7/8/2015,4,Wednesday,7,July,2015,28,8,TRUE
2016,7/9/2015,5,Thursday,7,July,2015,28,9,TRUE
2017,7/10/2015,6,Friday,7,July,2015,28,10,TRUE
2018,7/11/2015,7,Saturday,7,July,2015,28,11,FALSE
2019,7/12/2015,1,Sunday,7,July,2015,29,12,FALSE
2020,7/13/2015,2,Monday,7,July,2015,29,13,TRUE
2021,7/14/2015,3,Tuesday,7,July,2015,29,14,TRUE
2022,7/15/2015,4,Wednesday,7,July,2015,29,15,TRUE
2023,7/16/2015,5,Thursday,7,July,2015,29,16,TRUE
2024,7/17/2015,6,Friday,7,July,2015,29,17,TRUE
2025,7/18/2015,7,Saturday,7,July,2015,29,18,FALSE
2026,7/19/2015,1,Sunday,7,July,2015,30,19,FALSE
2027,7/20/2015,2,Monday,7,July,2015,30,20,TRUE
2028,7/21/2015,3,Tuesday,7,July,2015,30,21,TRUE
2029,7/22/2015,4,Wednesday,7,July,2015,30,22,TRUE
2030,7/23/2015,5,Thursday,7,July,2015,30,23,TRUE
2031,7/24/2015,6,Friday,7,July,2015,30,24,TRUE
2032,7/25/2015,7,Saturday,7,July,2015,30,25,FALSE
2033,7/26/2015,1,Sunday,7,July,2015,31,26,FALSE
2034,7/27/2015,2,Monday,7,July,2015,31,27,TRUE
2035,7/28/2015,3,Tuesday,7,July,2015,31,28,TRUE
2036,7/29/2015,4,Wednesday,7,July,2015,31,29,TRUE
2037,7/30/2015,5,Thursday,7,July,2015,31,30,TRUE
2038,7/31/2015,6,Friday,7,July,2015,31,31,TRUE
2039,8/1/2015,7,Saturday,8,August,2015,31,1,FALSE
2040,8/2/2015,1,Sunday,8,August,2015,32,2,FALSE
2041,8/3/2015,2,Monday,8,August,2015,32,3,TRUE
2042,8/4/2015,3,Tuesday,8,August,2015,32,4,TRUE
2043,8/5/2015,4,Wednesday,8,August,2015,32,5,TRUE
2044,8/6/2015,5,Thursday,8,August,2015,32,6,TRUE
2045,8/7/2015,6,Friday,8,August,2015,32,7,TRUE
2046,8/8/2015,7,Saturday,8,August,2015,32,8,FALSE
2047,8/9/2015,1,Sunday,8,August,2015,33,9,FALSE
2048,8/10/2015,2,Monday,8,August,2015,33,10,TRUE
2049,8/11/2015,3,Tuesday,8,August,2015,33,11,TRUE
2050,8/12/2015,4,Wednesday,8,August,2015,33,12,TRUE
2051,8/13/2015,5,Thursday,8,August,2015,33,13,TRUE
2052,8/14/2015,6,Friday,8,August,2015,33,14,TRUE
2053,8/15/2015,7,Saturday,8,August,2015,33,15,FALSE
2054,8/16/2015,1,Sunday,8,August,2015,34,16,FALSE
2055,8/17/2015,2,Monday,8,August,2015,34,17,TRUE
2056,8/18/2015,3,Tuesday,8,August,2015,34,18,TRUE
2057,8/19/2015,4,Wednesday,8,August,2015,34,19,TRUE
2058,8/20/2015,5,Thursday,8,August,2015,34,20,TRUE
2059,8/21/2015,6,Friday,8,August,2015,34,21,TRUE
2060,8/22/2015,7,Saturday,8,August,2015,34,22,FALSE
2061,8/23/2015,1,Sunday,8,August,2015,35,23,FALSE
2062,8/24/2015,2,Monday,8,August,2015,35,24,TRUE
2063,8/25/2015,3,Tuesday,8,August,2015,35,25,TRUE
2064,8/26/2015,4,Wednesday,8,August,2015,35,26,TRUE
2065,8/27/2015,5,Thursday,8,August,2015,35,27,TRUE
2066,8/28/2015,6,Friday,8,August,2015,35,28,TRUE
2067,8/29/2015,7,Saturday,8,August,2015,35,29,FALSE
2068,8/30/2015,1,Sunday,8,August,2015,36,30,FALSE
2069,8/31/2015,2,Monday,8,August,2015,36,31,TRUE
2070,9/1/2015,3,Tuesday,9,September,2015,36,1,TRUE
2071,9/2/2015,4,Wednesday,9,September,2015,36,2,TRUE
2072,9/3/2015,5,Thursday,9,September,2015,36,3,TRUE
2073,9/4/2015,6,Friday,9,September,2015,36,4,TRUE
2074,9/5/2015,7,Saturday,9,September,2015,36,5,FALSE
2075,9/6/2015,1,Sunday,9,September,2015,37,6,FALSE
2076,9/7/2015,2,Monday,9,September,2015,37,7,TRUE
2077,9/8/2015,3,Tuesday,9,September,2015,37,8,TRUE
2078,9/9/2015,4,Wednesday,9,September,2015,37,9,TRUE
2079,9/10/2015,5,Thursday,9,September,2015,37,10,TRUE
2080,9/11/2015,6,Friday,9,September,2015,37,11,TRUE
2081,9/12/2015,7,Saturday,9,September,2015,37,12,FALSE
2082,9/13/2015,1,Sunday,9,September,2015,38,13,FALSE
2083,9/14/2015,2,Monday,9,September,2015,38,14,TRUE
2084,9/15/2015,3,Tuesday,9,September,2015,38,15,TRUE
2085,9/16/2015,4,Wednesday,9,September,2015,38,16,TRUE
2086,9/17/2015,5,Thursday,9,September,2015,38,17,TRUE
2087,9/18/2015,6,Friday,9,September,2015,38,18,TRUE
2088,9/19/2015,7,Saturday,9,September,2015,38,19,FALSE
2089,9/20/2015,1,Sunday,9,September,2015,39,20,FALSE
2090,9/21/2015,2,Monday,9,September,2015,39,21,TRUE
2091,9/22/2015,3,Tuesday,9,September,2015,39,22,TRUE
2092,9/23/2015,4,Wednesday,9,September,2015,39,23,TRUE
2093,9/24/2015,5,Thursday,9,September,2015,39,24,TRUE
2094,9/25/2015,6,Friday,9,September,2015,39,25,TRUE
2095,9/26/2015,7,Saturday,9,September,2015,39,26,FALSE
2096,9/27/2015,1,Sunday,9,September,2015,40,27,FALSE
2097,9/28/2015,2,Monday,9,September,2015,40,28,TRUE
2098,9/29/2015,3,Tuesday,9,September,2015,40,29,TRUE
2099,9/30/2015,4,Wednesday,9,September,2015,40,30,TRUE
2100,10/1/2015,5,Thursday,10,October,2015,40,1,TRUE
2101,10/2/2015,6,Friday,10,October,2015,40,2,TRUE
2102,10/3/2015,7,Saturday,10,October,2015,40,3,FALSE
2103,10/4/2015,1,Sunday,10,October,2015,41,4,FALSE
2104,10/5/2015,2,Monday,10,October,2015,41,5,TRUE
2105,10/6/2015,3,Tuesday,10,October,2015,41,6,TRUE
2106,10/7/2015,4,Wednesday,10,October,2015,41,7,TRUE
2107,10/8/2015,5,Thursday,10,October,2015,41,8,TRUE
2108,10/9/2015,6,Friday,10,October,2015,41,9,TRUE
2109,10/10/2015,7,Saturday,10,October,2015,41,10,FALSE
2110,10/11/2015,1,Sunday,10,October,2015,42,11,FALSE
2111,10/12/2015,2,Monday,10,October,2015,42,12,TRUE
2112,10/13/2015,3,Tuesday,10,October,2015,42,13,TRUE
2113,10/14/2015,4,Wednesday,10,October,2015,42,14,TRUE
2114,10/15/2015,5,Thursday,10,October,2015,42,15,TRUE
2115,10/16/2015,6,Friday,10,October,2015,42,16,TRUE
2116,10/17/2015,7,Saturday,10,October,2015,42,17,FALSE
2117,10/18/2015,1,Sunday,10,October,2015,43,18,FALSE
